# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416385233;sda;34.51;0.13;8080.69;234.14;1.33;38.57;0.30;1.02
axle;60;1416385293;sda;2.82;0.00;495.14;175.72;0.01;3.53;0.24;0.07
axle;60;1416385353;sda;3.69;0.26;593.97;160.90;0.02;6.06;0.32;0.12
axle;60;1416385413;sda;3.50;0.00;620.29;177.06;0.02;5.02;0.34;0.12
axle;60;1416385473;sda;3.22;0.00;552.72;171.77;0.02;7.11;0.27;0.09
axle;60;1416385533;sda;1.55;0.00;130.00;83.87;0.00;1.59;0.22;0.03
axle;60;1416385593;sda;1.20;0.00;59.74;49.78;0.00;0.00;0.00;0.00
axle;60;1416385653;sda;0.95;0.00;71.07;74.81;0.00;0.00;0.00;0.00
axle;60;1416385713;sda;1.17;0.00;64.00;54.86;0.00;0.06;0.06;0.01
